scheme_id,scheme_name,duration,nav,change,date
43693,Aditya Birla Sun Life CRISIL IBX Gilt Apr 2028 Index FundTarget Maturity,-,₹11.88,0.08%,2025-05-16
43706,UTI Long Duration FundLong Duration,-,₹12.46,0.24%,2025-05-16
43722,Kotak Silver ETF FoFGold/ Precious Metals,-,₹12.96,0.75%,2025-05-16
43732,Baroda BNP Paribas NIFTY SDL December 2028 Index FundTarget Maturity,-,₹12.12,0.11%,2025-05-16
43745,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index FundTarget Maturity,-,₹11.88,0.09%,2025-05-16
43756,Invesco India Nifty G-sec Sep 2032 Index FundTarget Maturity,-,"₹1,232.8",0.27%,2025-05-16
43752,Invesco India Nifty G-sec Jul 2027 Index FundTarget Maturity,-,"₹1,188.55",0.1%,2025-05-16
43764,Kotak Nifty Smallcap 50 Index FundSmall Cap Index,-,₹19.6,1.68%,2025-05-16
43802,Mirae Asset Nifty SDL June 2028 Index FundTarget Maturity,-,₹12,0.15%,2025-05-16
43851,ICICI Prudential Innovation FundThematic,-,₹18.4,0.27%,2025-05-16
43878,Quant Dynamic Asset Allocation FundDynamic Asset Allocation,-,₹16.93,0.48%,2025-05-16
43882,HDFC NIFTY Midcap 150 Index FundMid Cap Index,-,₹17.84,0.86%,2025-05-16
43884,HDFC BSE 500 Index FundMulti Cap Index,-,₹15.37,0.37%,2025-05-16
43891,HDFC NIFTY Smallcap 250 Index FundSmall Cap Index,-,₹17.84,1.53%,2025-05-16
43894,UTI Silver ETF FoFGold/ Precious Metals,-,₹12.48,0.78%,2025-05-16
43902,UTI Nifty 500 Value 50 Index FundMulti Cap Index,-,₹19.16,0.39%,2025-05-16
43908,WhiteOak Capital Multi Asset Allocation FundMulti Asset Allocation,-,₹14.18,0.08%,2025-05-16
43915,Baroda BNP Paribas Value FundValue Oriented,-,₹14.2,0.56%,2025-05-16
43919,HDFC Defence FundThematic,1 yrs 6 m,₹24.2,4.05%,2025-05-16
43922,Samco Active Momentum FundThematic,-,₹13.97,0.58%,2025-05-16
43925,Quant Business Cycle FundBusiness Cycle,-,₹16.57,0.3%,2025-05-16
43930,UTI NIFTY50 Equal Weight Index FundFactor,-,₹14.35,0.05%,2025-05-16
43928,UTI BSE Housing Index FundOther Equity Index,-,₹14.25,0.62%,2025-05-16
43933,SBI BSE Sensex Index FundLarge Cap Index,-,₹13.4,-0.18%,2025-05-16
43945,Kotak Nifty 200 Momentum 30 Index FundFactor,-,₹14.6,0.12%,2025-05-16
43954,360 ONE FlexiCap FundFlexi Cap,-,₹15.37,1.04%,2025-05-16
43962,Quant BFSI FundSectoral-Banking,-,₹16.6,0.63%,2025-05-16
43958,Edelweiss Multi Asset Allocation FundMulti Asset Allocation,-,₹11.68,0.14%,2025-05-16
43966,HDFC Non-Cyclical Consumer FundThematic-Consumption,-,₹14.31,0.38%,2025-05-16
43978,Canara Robeco Multi Cap FundMulti Cap,-,₹14.43,0.7%,2025-05-16
43974,Bandhan Financial Services FundSectoral-Banking,-,₹14.91,0.13%,2025-05-16
43982,Motilal Oswal Nifty Microcap 250 Index FundSmall Cap Index,-,₹16.77,0.77%,2025-05-16
43985,Mirae Asset Multicap FundMulti Cap,-,₹14.1,0.33%,2025-05-16
44017,Quant Healthcare FundSectoral-Pharma,-,₹15.78,-0.06%,2025-05-16
44021,Axis Nifty IT Index FundOther Equity Index,-,₹13.01,-0.84%,2025-05-16
44034,Kotak Quant FundQuant,-,₹14.56,-0.16%,2025-05-16
44059,UTI Balanced Advantage FundDynamic Asset Allocation,-,₹12.87,0.07%,2025-05-16
44063,Union Innovation & Opportunities FundThematic,-,₹13.57,0.52%,2025-05-16
44067,Kotak Nifty Financial Services Ex-Bank Index FundOther Equity Index,-,₹14.91,0.65%,2025-05-16
44079,HDFC Transportation and Logistics FundThematic,-,₹15.6,0.77%,2025-05-16
44075,Quant Manufacturing FundThematic,-,₹15.06,0.85%,2025-05-16
44095,Kotak BSE Housing Index FundOther Equity Index,-,₹13.26,0.61%,2025-05-16
44099,HSBC Consumption FundThematic-Consumption,-,₹14.35,0.51%,2025-05-16
44109,Nippon India Innovation FundThematic,-,₹13.88,0.79%,2025-05-16
44113,Bandhan Nifty IT Index FundOther Equity Index,-,₹12.63,-0.84%,2025-05-16
44117,Kotak Multi Asset Allocation FundMulti Asset Allocation,-,₹13.12,0.67%,2025-05-16
44121,Mahindra Manulife Business Cycle FundThematic,-,₹14.89,0.32%,2025-05-16
44126,DSP Multi Asset Allocation FundMulti Asset Allocation,-,₹13.7,0.42%,2025-05-16
44130,Navi BSE Sensex Index FundLarge Cap Index,-,₹12.66,-0.18%,2025-05-16
44144,WhiteOak Capital Multi Cap FundMulti Cap,-,₹14.74,0.52%,2025-05-16
44141,HDFC Technology FundSectoral-Technology,-,₹13.82,-0.72%,2025-05-16
44147,Quant Teck FundSectoral-Technology,-,₹12.77,0.26%,2025-05-16
44151,360 ONE Balanced Hybrid FundBalanced Hybrid,-,₹12.9,0.54%,2025-05-16
44163,Edelweiss Multi Cap FundMulti Cap,-,₹14.98,0.24%,2025-05-16
44167,HDFC Pharma And Healthcare FundSectoral-Pharma,-,₹16.41,-0.03%,2025-05-16
44172,Bandhan Retirement FundRetirement Solutions,-,₹12.8,0.13%,2025-05-16
44176,Baroda BNP Paribas Small Cap FundSmall Cap,-,₹12.93,1.36%,2025-05-16
44180,UTI Innovation FundThematic,-,₹11.57,0.85%,2025-05-16
44191,Kotak Nifty G-Sec July 2033 Index FundTarget Maturity,-,₹11.89,0.24%,2025-05-16
44195,Quantum Small Cap FundSmall Cap,-,₹12.14,0.91%,2025-05-16
44197,Parag Parikh Arbitrage FundArbitrage,-,₹11.19,-0.03%,2025-05-16
44201,Aditya Birla Sun Life US Treasury 3-10 year Bond ETFs FoFOthers,-,₹11.27,0.26%,2025-05-16
44205,Aditya Birla Sun Life US Treasury 1-3 year Bond ETFs FoFOthers,-,₹11.1,0.11%,2025-05-16
44208,WhiteOak Capital Balanced Hybrid FundBalanced Hybrid,-,₹12.98,0.16%,2025-05-16
44211,Aditya Birla Sun Life Transportation and Logistics FundThematic,-,₹13.76,0.66%,2025-05-16
44224,Axis India Manufacturing FundThematic,-,₹13.77,0.88%,2025-05-16
44227,Zerodha ELSS Tax Saver Nifty Large Midcap 250 Index FundELSS,-,₹13.64,0.5%,2025-05-16
44226,Zerodha Nifty Large Midcap 250 Index FundLarge & MidCap Index,-,₹13.63,0.5%,2025-05-16
44236,DSP Gold ETF FoFGold/ Precious Metals,-,₹14.84,0.59%,2025-05-16
44240,Kotak Consumption FundThematic-Consumption,-,₹13.48,0.29%,2025-05-16
44244,Bandhan Nifty Alpha 50 Index FundFactor,-,₹13.31,1.66%,2025-05-16
44262,Quant Momentum FundThematic,-,₹14.54,0.88%,2025-05-16
44272,DSP Banking & Financial Services FundSectoral-Banking,-,₹13.33,0.52%,2025-05-16
44276,Kotak Healthcare FundSectoral-Pharma,-,₹13.38,-0.16%,2025-05-16
44299,WhiteOak Capital Large & Mid Cap FundLarge & MidCap,-,₹12.95,0.43%,2025-05-16
44308,DSP Nifty Smallcap250 Quality 50 Index FundSmall Cap Index,-,₹11.58,2.13%,2025-05-16
44312,Motilal Oswal Small Cap FundSmall Cap,-,₹13.64,0.78%,2025-05-16
44324,Bandhan Nifty Smallcap 250 Index FundSmall Cap Index,-,₹11.87,1.53%,2025-05-16
44332,Quant Commodities FundThematic,-,₹13.13,1.05%,2025-05-16
44344,Axis US Treasury Dynamic Bond ETF FoFOthers,-,₹10.58,0.17%,2025-05-16
44348,Aditya Birla Sun Life CRISIL IBX GILT APRIL 2033 INDEX FUNDTarget Maturity,-,₹11.62,0.21%,2025-05-16
44352,Baroda BNP Paribas NIFTY 50 Index FundLarge Cap Index,-,₹11.65,-0.11%,2025-05-16
44364,DSP Multicap FundMulti Cap,-,₹11.86,0.61%,2025-05-16
44369,Mirae Asset Multi Asset Allocation FundMulti Asset Allocation,-,₹12.11,0.25%,2025-05-16
44383,Tata Gold ETF FoFGold/ Precious Metals,-,₹14.67,0.99%,2025-05-16
44395,Bandhan Multi Asset Allocation FundMulti Asset Allocation,-,₹12.18,0.37%,2025-05-16
44391,Tata Silver ETF FoFGold/ Precious Metals,-,₹13.07,1.17%,2025-05-16
44407,Sundaram Multi Asset Allocation FundMulti Asset Allocation,-,₹12.31,0.12%,2025-05-16
44410,WhiteOak Capital Banking & Financial Services FundSectoral-Banking,-,₹12.42,0.28%,2025-05-16
44418,Quant Consumption FundThematic-Consumption,-,₹10.7,0.27%,2025-05-16
44426,WhiteOak Capital Pharma and Healthcare FundSectoral-Pharma,-,₹13.11,-0.5%,2025-05-16
44429,Motilal Oswal Large Cap FundLarge Cap,-,₹13.87,0.06%,2025-05-16
44435,ICICI Prudential Nifty50 Value 20 Index FundFactor,-,₹10.93,-0.21%,2025-05-16
44440,SBI Nifty50 Equal Weight Index FundFactor,-,₹11.59,0.05%,2025-05-16
44450,PGIM India Large and Mid Cap FundLarge & MidCap,-,₹12.41,0.16%,2025-05-16
44454,HSBC Multi Asset Allocation FundMulti Asset Allocation,-,₹11.64,0.39%,2025-05-16
44459,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoFFactor,-,₹9.96,0.94%,2025-05-16
44463,Bank of India Multi Asset Allocation FundMulti Asset Allocation,-,₹11.29,0.54%,2025-05-16
44467,Baroda BNP Paribas Innovation FundThematic,-,₹11.95,0.51%,2025-05-16
44475,Nippon India Nifty IT Index FundOther Equity Index,-,₹10.15,-0.84%,2025-05-16
44471,Nippon India Nifty Bank Index FundOther Equity Index,-,₹11.86,0.16%,2025-05-16
44487,Edelweiss Technology FundSectoral-Technology,-,₹11.49,-0.34%,2025-05-16
44495,Mahindra Manulife Multi Asset Allocation FundMulti Asset Allocation,-,₹11.93,0.17%,2025-05-16
44491,Canara Robeco Manufacturing FundThematic,-,₹12.2,0.99%,2025-05-16
44503,Union Business Cycle FundThematic,-,₹11.05,0.18%,2025-05-16
44507,Quant PSU FundThematic-PSU,-,₹10.51,0.57%,2025-05-16
44511,SBI Energy Opportunities FundEnergy,-,₹10.67,0.88%,2025-05-16
44515,Axis BSE Sensex Index FundLarge Cap Index,-,₹11.38,-0.18%,2025-05-16
44518,HDFC NIFTY200 Momentum 30 Index FundFactor,-,₹10.28,0.13%,2025-05-16
44534,Parag Parikh Dynamic Asset Allocation FundDynamic Asset Allocation,-,₹11.32,0.2%,2025-05-16
44529,Kotak Technology FundSectoral-Technology,-,₹11.6,-0.72%,2025-05-16
44541,Quantum Multi Asset Allocation FundMulti Asset Allocation,-,₹11.66,0.26%,2025-05-16
44545,ICICI Prudential Nifty LargeMidcap 250 Index FundLarge & MidCap Index,-,₹11.93,0.49%,2025-05-16
44549,Bandhan Long Duration FundLong Duration,-,₹11.31,0.18%,2025-05-16
44557,Kotak Long Duration FundLong Duration,-,₹11.31,0.17%,2025-05-16
44569,Axis CRISIL IBX SDL June 2034 Debt Index FundTarget Maturity,-,₹11.34,0.16%,2025-05-16
44576,HDFC NIFTY Realty Index FundOther Equity Index,-,₹10.24,1.62%,2025-05-16
44591,Kotak Nifty AAA Bond Jun 2025 HTM Index FundTarget Maturity,-,₹10.87,0.02%,2025-05-16
44598,Navi NIFTY IT INDEX FUNDOther Equity Index,-,₹11.05,-0.83%,2025-05-16
44610,Bandhan Innovation FundThematic,-,₹12.3,0.42%,2025-05-16
44616,PGIM India Retirement FundLarge Cap,-,₹12,0.42%,2025-05-16
44620,Tata Nifty Financial Services Index FundOther Equity Index,-,₹12.37,0.08%,2025-05-16
44624,Tata Nifty Realty Index FundOther Equity Index,-,₹9.37,1.62%,2025-05-16
44628,Tata Nifty Auto Index FundOther Equity Index,-,₹10.81,0.62%,2025-05-16
44632,TRUSTMF Flexi Cap FundFlexi Cap,-,₹11.4,0.71%,2025-05-16
44636,Tata Nifty MidSmall Healthcare Index FundOther Equity Index,-,₹12.19,-0.5%,2025-05-16
44641,Samco Special Opportunities FundThematic,-,₹8.34,0.72%,2025-05-16
44652,HDFC Manufacturing FundThematic,-,₹10.54,0.81%,2025-05-16
44644,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index FundOther Equity Index,-,₹11.05,0.8%,2025-05-16
44648,Tata Nifty500 Multicap Infrastructure 50:30:20 Index FundOther Equity Index,-,₹10.66,0.42%,2025-05-16
44656,Baroda BNP Paribas Retirement FundRetirement Solutions,-,₹11.19,0.27%,2025-05-16
44666,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoFFactor,-,₹9.95,1.27%,2025-05-16
44670,Edelweiss Nifty Alpha Low Volatility 30 Index FundFactor,-,₹10.01,-0.13%,2025-05-16
44674,JM Small Cap FundSmall Cap,-,₹9.79,0.23%,2025-05-16
44682,Axis Nifty Bank Index FundOther Equity Index,-,₹11.34,0.16%,2025-05-16
44694,WhiteOak Capital Special Opportunities FundThematic,-,₹12.56,0.06%,2025-05-16
44696,DSP Nifty Bank Index FundOther Equity Index,-,₹11.32,0.16%,2025-05-16
44699,Motilal Oswal Multi Cap FundMulti Cap,-,₹13.33,0.47%,2025-05-16
44703,Aditya Birla Sun Life CRISIL IBX Gilt June 2027 Index FundTarget Maturity,-,₹10.89,0.09%,2025-05-16
44707,SBI Automotive Opportunities FundThematic,-,₹9.69,0.58%,2025-05-16
44711,Kotak NIFTY 100 Low Volatility 30 Index FundFactor,-,₹10.65,-0.09%,2025-05-16
44715,Mahindra Manulife Manufacturing FundThematic,-,₹9.68,0.31%,2025-05-16
44722,Sundaram Business Cycle FundBusiness Cycle,-,₹10.84,0.73%,2025-05-16
44726,Baroda BNP Paribas Manufacturing FundThematic,-,₹9.51,0.49%,2025-05-16
44730,Canara Robeco Balanced Advantage FundDynamic Asset Allocation,-,₹10.3,0.39%,2025-05-16
44738,Aditya Birla Sun Life Quant FundQuant,-,₹9.38,-0.11%,2025-05-16
44742,Kotak Special Opportunities FundThematic,-,₹9.62,1.36%,2025-05-16
44746,Motilal Oswal Quant FundThematic,-,₹10.02,1.14%,2025-05-16
44754,Edelweiss Business Cycle FundBusiness Cycle,-,₹8.74,0.43%,2025-05-16
44757,Motilal Oswal Nifty India Defence Index FundOther Equity Index,-,₹10.89,5.58%,2025-05-16
44760,Mirae Asset Nifty 200 Alpha 30 ETF FoFFactor,-,₹8.55,0.33%,2025-05-16
44765,HDFC NIFTY100 Low Volatility 30 Index FundFactor,-,₹10.22,-0.09%,2025-05-16
44763,Bandhan Nifty Total Market Index FundOther Equity Index,-,₹9.96,0.4%,2025-05-16
44770,Franklin India Multi Cap FundMulti Cap,-,₹10.05,0.31%,2025-05-16
44773,Axis Nifty 500 Index FundOther Equity Index,-,₹9.94,0.39%,2025-05-16
44778,ICICI Prudential Energy Opportunities FundEnergy,-,₹10.12,0.6%,2025-05-16
44782,SBI Silver ETF FoFGold/ Precious Metals,-,₹10.23,0.67%,2025-05-16
44786,Tata Nifty India Tourism Index FundOther Equity Index,-,₹10.6,0.98%,2025-05-16
44790,Kotak BSE PSU Index FundOther Equity Index,-,₹8.7,1.79%,2025-05-16
44796,Invesco India Manufacturing FundThematic,-,₹10.1,0.9%,2025-05-16
44799,Navi Nifty 500 Multicap 50:25:25 Index FundOther Equity Index,-,₹9.71,0.65%,2025-05-16
44802,Motilal Oswal Manufacturing FundThematic,-,₹10.99,1.4%,2025-05-16
44806,Kotak Nifty Midcap 50 Index FundMid Cap Index,-,₹9.85,0.71%,2025-05-16
44819,SBI Innovative Opportunities FundThematic,-,₹9.38,0.54%,2025-05-16
44823,HDFC Nifty500 Multicap 50:25:25 Index FundOther Equity Index,-,₹9.65,0.66%,2025-05-16
44830,Union Multi Asset Allocation FundMulti Asset Allocation,-,₹10.54,0.29%,2025-05-16
44826,Axis Consumption FundThematic-Consumption,-,₹9.4,0.11%,2025-05-16
44834,Bank of India Business Cycle FundThematic,-,₹9.11,0.77%,2025-05-16
44837,Bandhan Nifty Bank Index FundOther Equity Index,-,₹10.8,0.16%,2025-05-16
44844,Baroda BNP Paribas Dividend Yield FundDividend Yield,-,₹9.49,0.39%,2025-05-16
44840,Motilal Oswal Business Cycle FundThematic,-,₹12.22,0.34%,2025-05-16
44849,Aditya Birla Sun Life Nifty India Defence Index FundOther Equity Index,-,₹11.9,5.58%,2025-05-16
44853,DSP Nifty Top 10 Equal Weight Index FundFactor,-,₹10.1,-0.4%,2025-05-16
44857,Franklin India Ultra Short Duration FundUltra Short Duration,-,₹10.57,0.04%,2025-05-16
44865,PGIM India Multi Cap FundMulti Cap,-,₹9.57,0.31%,2025-05-16
44869,Tata Nifty200 Alpha 30 Index FundFactor,-,₹8.32,0.28%,2025-05-16
44872,Bandhan BSE Healthcare Index FundOther Equity Index,-,₹9.77,-0.29%,2025-05-16
44875,Nippon India Nifty 500 Equal Weight Index FundFactor,-,₹9.15,1.31%,2025-05-16
44887,Samco Multi Cap FundMulti Cap,-,₹9.4,0.75%,2025-05-16
44884,HSBC India Export Opportunities FundThematic,-,₹9.54,0.66%,2025-05-16
44880,Bandhan Business Cycle FundBusiness Cycle,-,₹9.8,0.41%,2025-05-16
44889,WhiteOak Capital Arbitrage FundArbitrage,-,₹10.52,-0.04%,2025-05-16
44891,Bandhan Nifty Midcap 150 Index FundMid Cap Index,-,₹9.51,0.86%,2025-05-16
44894,Franklin India Medium to Long Duration FundMedium to Long Duration,-,₹10.7,0.13%,2025-05-16
44899,Kotak Nifty India Tourism Index FundOther Equity Index,-,₹9.97,0.98%,2025-05-16
44903,Invesco India Technology FundSectoral-Technology,-,₹9.37,0%,2025-05-16
44906,UTI Nifty Private Bank Index FundOther Equity Index,-,₹10.24,0.09%,2025-05-16
44908,UTI Nifty200 Quality 30 Index FundFactor,-,₹9,0.87%,2025-05-16
44911,Kotak CRISIL IBX AAA Financial Services Index - Sep 2027 FundTarget Maturity,-,₹10.68,0.09%,2025-05-16
44914,Motilal Oswal Nifty 500 Momentum 50 Index FundFactor,-,₹8.17,0.6%,2025-05-16
44918,Nippon India Nifty 500 Momentum 50 Index FundFactor,-,₹8.19,0.6%,2025-05-16
44922,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index FundTarget Maturity,-,₹10.62,0.07%,2025-05-16
44927,SBI Nifty 500 Index FundOther Equity Index,-,₹9.45,0.39%,2025-05-16
44930,HDFC Nifty LargeMidcap 250 Index FundLarge & MidCap Index,-,₹9.71,0.5%,2025-05-16
44936,WhiteOak Capital Digital Bharat FundSectoral-Technology,-,₹10.01,0.34%,2025-05-16
44933,Kotak Nifty Midcap 150 Momentum 50 Index FundMid Cap Index,-,₹9.19,0.73%,2025-05-16
44942,Baroda BNP Paribas Nifty200 Momentum 30 Index FundFactor,-,₹8.16,0.14%,2025-05-16
44939,Kotak MNC FundThematic-MNC,-,₹9.83,0.57%,2025-05-16
44945,LIC MF Manufacturing FundThematic,-,₹9.65,1.26%,2025-05-16
44952,TRUSTMF Small Cap FundSmall Cap,-,₹9.79,0.82%,2025-05-16
44960,Mirae Asset Nifty Total Market Index FundOther Equity Index,-,₹10.11,0.41%,2025-05-16
44964,ICICI Prudential Nifty200 Value 30 Index FundFactor,-,₹9.39,0.41%,2025-05-16
44972,Axis Nifty500 Value 50 Index FundFactor,-,₹9.81,0.39%,2025-05-16
44975,Aditya Birla Sun Life CRISIL-IBX AAA NBFC-HFC Index-Sep 2026 FundTarget Maturity,-,₹10.54,0.04%,2025-05-16
44983,Mirae Asset Nifty LargeMidcap 250 Index FundLarge & MidCap Index,-,₹10.09,0.49%,2025-05-16
44979,Mirae Asset Nifty 50 Index FundLarge Cap Index,-,₹10.28,-0.11%,2025-05-16
44987,Bandhan Nifty 500 Value 50 Index FundFactor,-,₹9.75,0.39%,2025-05-16
44989,Bandhan Nifty 500 Momentum 50 Index FundFactor,-,₹8.82,0.6%,2025-05-16
44993,Aditya Birla Sun Life CRISIL-IBX AAA NBFC-HFC Index-Dec 2025 FundIndex,-,₹10.48,0.04%,2025-05-16
44997,Tata Nifty Capital Markets Index FundOther Equity Index,-,₹11.05,2.55%,2025-05-16
45001,Motilal Oswal Digital India FundSectoral-Technology,-,₹9.92,0.82%,2025-05-16
45004,WhiteOak Capital ESG Best-In-Class Strategy FundThematic-ESG,-,₹10.41,0.14%,2025-05-16
45007,Edelweiss Nifty500 Multicap Momentum Quality 50 Index FundFactor,-,₹9.27,1.51%,2025-05-16
45013,Nippon India CRISIL IBX AAA Financial Services - Dec 2026 Index FundTarget Maturity,-,₹10.51,0.07%,2025-05-16
45010,Baroda BNP Paribas Nifty Midcap 150 Index FundMid Cap Index,-,₹10.09,0.86%,2025-05-16
45017,Nippon India CRISIL IBX AAA Financial Services - Jan 2028 Index FundTarget Maturity,-,₹10.57,0.1%,2025-05-16
45025,Mirae Asset Gold ETF FoFGold/ Precious Metals,-,₹11.89,0.63%,2025-05-16
45033,Zerodha Gold ETF FoFGold/ Precious Metals,-,₹12.32,0.95%,2025-05-16
45031,SBI Nifty India Consumption Index FundConsumption Index,-,₹10.09,0.23%,2025-05-16
45035,Motilal Oswal Nifty MidSmall Healthcare Index FundOther Equity Index,-,₹10.04,-0.51%,2025-05-16
45037,Motilal Oswal Nifty MidSmall Financial Services Index FundOther Equity Index,-,₹11.27,0.88%,2025-05-16
45039,Motilal Oswal Nifty MidSmall India Consumption Index FundOther Equity Index,-,₹10.21,0.74%,2025-05-16
45041,Motilal Oswal Nifty MidSmall IT and Telecom Index FundOther Equity Index,-,₹9.63,0.44%,2025-05-16
45044,Aditya Birla Sun Life CRISIL-IBX AAA Financial Services Index-Sep 2027 FundIndex,-,₹10.5,0.08%,2025-05-16
45052,PGIM India Healthcare FundSectoral-Pharma,-,₹9.72,-0.31%,2025-05-16
45071,Nippon India Nifty Realty Index FundOther Equity Index,-,₹8.46,1.61%,2025-05-16
45067,Nippon India Nifty Auto Index FundOther Equity Index,-,₹10.14,0.62%,2025-05-16
45062,Franklin India Arbitrage FundArbitrage,-,₹10.35,-0.02%,2025-05-16
45075,Tata India Innovation FundThematic,-,₹9.49,0.15%,2025-05-16
45079,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index FundIndex,-,₹10.49,0.1%,2025-05-16
45082,Samco Arbitrage FundArbitrage,-,₹10.25,-0.1%,2025-05-16
45086,UTI Nifty Alpha Low-Volatility 30 Index FundOther Equity Index,-,₹9.71,-0.13%,2025-05-16
45084,UTI Nifty Midcap 150 Index FundMid Cap Index,-,₹10.03,0.86%,2025-05-16
45089,Kotak Transportation & Logistics FundThematic,-,₹10.11,0.65%,2025-05-16
45093,Aditya Birla Sun Life BSE India Infrastructure Index FundOther Equity Index,-,₹9.42,1.54%,2025-05-16
45097,Invesco India Multi Asset Allocation FundMulti Asset Allocation,-,₹10.63,0.47%,2025-05-16
45100,Bandhan Nifty 200 Quality 30 Index FundFactor,-,₹9.71,0.87%,2025-05-16
45103,ICICI Prudential Equity Minimum Variance FundThematic,-,₹10.54,-0.09%,2025-05-16
45107,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index FundIndex,-,₹10.49,0.1%,2025-05-16
45111,Mirae Asset Long Duration FundLong Duration,-,₹10.58,0.2%,2025-05-16
45123,Franklin India Long Duration FundLong Duration,-,₹10.63,0.22%,2025-05-16
45127,Axis Momentum FundFactor,-,₹9.02,0%,2025-05-16
45119,DSP Business Cycle FundBusiness Cycle,-,₹9.82,0.46%,2025-05-16
45116,HDFC Nifty India Digital Index FundOther Equity Index,-,₹8.86,-0.18%,2025-05-16
45114,Motilal Oswal Nifty Capital Market Index FundOther Equity Index,-,₹9.61,2.55%,2025-05-16
45130,Quantum Ethical FundThematic,-,₹9.83,0.82%,2025-05-16
45136,Samco Multi Asset Allocation FundMulti Asset Allocation,-,₹11.49,0.88%,2025-05-16
45147,Aditya Birla Sun Life Conglomerate FundThematic,-,₹10.72,0.28%,2025-05-16
45143,Union Active Momentum FundFactor,-,₹8.49,-0.12%,2025-05-16
45151,Tata BSE Select Business Groups Index FundOther Equity Index,-,₹9.92,0.15%,2025-05-16
45159,Kotak Nifty 50 Equal Weight Index FundLarge Cap Index,-,₹10.6,0.04%,2025-05-16
45155,Kotak Nifty 100 Equal Weight Index FundLarge Cap Index,-,₹10.29,0.7%,2025-05-16
45163,SBI Quant FundQuant,-,₹9.67,0.41%,2025-05-16
45167,Bank of India Consumption FundThematic-Consumption,-,₹10.39,-0.19%,2025-05-16
45175,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index FundIndex,-,₹10.41,0.05%,2025-05-16
45179,ICICI Prudential Nifty 500 Index FundOther Equity Index,-,₹10.26,0.39%,2025-05-16
45183,Mirae Asset Small Cap FundSmall Cap,-,₹10.73,0.67%,2025-05-16
45188,Aditya Birla Sun Life CRISIL-IBX Financial Services 3 to 6 Months Debt Index FundIndex,-,₹10.34,0.03%,2025-05-16
45197,Motilal Oswal Arbitrage FundArbitrage,-,₹10.28,-0.03%,2025-05-16
45201,ICICI Prudential Rural Opportunities FundThematic,-,₹10.89,0.28%,2025-05-16
45193,Mirae Asset Nifty India New Age Consumption ETF FoFEquity FoF,-,₹9.43,0.78%,2025-05-16
45205,Baroda BNP Paribas Energy Opportunities FundEnergy,-,₹11.29,0.63%,2025-05-16
45208,WhiteOak Capital Quality Equity FundThematic,-,₹10.48,0.18%,2025-05-16
45214,Bandhan Nifty Alpha Low Volatility 30 Index FundFactor,-,₹10.18,-0.13%,2025-05-16
45220,UTI Quant FundQuant,-,₹10.5,0.81%,2025-05-16
45223,Kotak Nifty Smallcap 250 Index FundSmall Cap Index,-,₹10.63,1.54%,2025-05-16
45227,DSP BSE Sensex Next 30 Index FundLarge Cap Index,-,₹10.96,0.59%,2025-05-16
45237,Edelweiss Consumption FundThematic-Consumption,-,₹10.99,0.06%,2025-05-16
45241,LIC MF Multi Asset Allocation FundMulti Asset Allocation,-,₹11,0.59%,2025-05-16
45245,Union Short Duration FundShort Duration,-,₹10.36,0.15%,2025-05-16
45249,SBI Nifty Bank Index FundOther Equity Index,-,₹11,0.16%,2025-05-16
45253,ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 FundIndex,-,₹10.32,0.06%,2025-05-16
45257,Motilal Oswal Innovation Opportunities FundThematic,-,₹11.56,0.31%,2025-05-16
45263,Kotak BSE Sensex Index FundLarge Cap Index,-,₹10.85,-0.18%,2025-05-16
45260,Axis Nifty500 Momentum 50 Index FundFactor,-,₹10.86,0.6%,2025-05-16
45266,UTI Nifty India Manufacturing Index FundOther Equity Index,-,₹11.03,0.84%,2025-05-16
45268,UTI Nifty Midsmallcap 400 Momentum Quality 100 Index FundFactor,-,₹11.22,1.32%,2025-05-16
45270,HDFC Nifty100 Quality 30 Index FundLarge Cap Index,-,₹10.68,0.58%,2025-05-16
45281,HSBC Financial Services FundSectoral-Banking,-,₹11.24,0.63%,2025-05-16
45285,Invesco India Business Cycle FundBusiness Cycle,-,₹11.49,0.44%,2025-05-16
45293,Nippon India Active Momentum FundThematic,-,₹11.39,0.44%,2025-05-16
45289,Mahindra Manulife Value FundValue Oriented,-,₹11.28,0.66%,2025-05-16
45297,Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 FundIndex,-,₹10.28,0.08%,2025-05-16
45303,Bank of India Money Market FundMoney Market,-,₹10.26,0.05%,2025-05-16
45315,SBI Nifty IT Index FundOther Equity Index,-,₹9.37,-0.85%,2025-05-16
45327,DSP Nifty Private Bank Index FundOther Equity Index,-,₹11.35,0.09%,2025-05-16
45331,Edelweiss CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index FundIndex,-,₹10.29,0.07%,2025-05-16
